user_id,age,daily_screen_time_hours,social_media_hours,sleep_hours,exercise_minutes,study_work_hours,productivity_score,stress_level,platform
1449,16,5.73,5.64,7.93,93,9.84,11.68,Medium,Snapchat
1450,27,8.06,7.45,5.27,55,9.16,98.85,High,Instagram
1451,38,10.0,6.38,3.86,19,9.68,16.73,Low,Instagram
1452,46,1.06,5.96,5.96,23,1.21,49.08,Medium,Snapchat
1453,26,11.91,3.61,3.43,8,1.1,31.09,Low,YouTube
1454,25,3.01,2.94,6.13,119,2.89,42.56,Low,YouTube
1455,18,6.17,6.85,3.12,115,8.19,95.83,Medium,LinkedIn
1456,29,10.59,7.29,7.37,20,1.8,63.55,Low,Instagram
1457,31,3.48,3.89,5.93,101,7.72,30.45,Low,YouTube
1458,25,6.24,0.57,5.75,40,1.11,63.21,Medium,Instagram
1459,44,2.46,6.44,4.18,12,7.58,45.76,Medium,LinkedIn
1460,25,5.35,2.64,5.17,4,3.25,94.39,Low,Twitter
1461,27,2.95,0.57,4.09,63,4.96,35.93,High,Twitter
1462,45,5.0,6.54,7.41,45,9.79,58.86,High,LinkedIn
1463,16,5.11,4.38,4.19,77,5.97,85.09,High,Instagram
1464,20,11.92,5.64,6.7,113,1.67,95.93,Medium,YouTube
1465,35,11.94,7.36,4.68,70,8.86,80.12,High,YouTube
1466,23,2.26,4.56,6.94,69,3.91,93.62,Medium,Snapchat
1467,27,8.99,4.27,6.24,58,6.27,46.91,Low,YouTube
1468,16,1.57,2.68,5.54,75,7.41,76.69,Medium,Instagram
1469,35,1.33,2.79,7.04,109,8.0,10.37,High,Instagram
1470,43,2.16,6.47,5.49,50,4.89,59.79,High,LinkedIn
1471,27,11.62,3.87,7.93,15,7.96,2.34,High,Snapchat
1472,43,11.35,1.73,7.38,119,2.05,26.74,High,YouTube
1473,30,3.13,1.21,6.24,50,5.73,66.89,High,Instagram
1474,21,2.78,4.05,8.26,95,1.2,17.98,Low,Instagram
1475,35,3.65,3.99,7.97,41,4.66,20.81,Low,Twitter
1476,29,6.67,5.4,6.19,10,4.28,7.11,Low,Instagram
1477,17,7.27,4.03,3.41,67,9.8,74.99,Low,Snapchat
1478,24,3.44,1.58,6.4,92,4.58,45.35,Medium,YouTube
1479,35,9.32,4.31,5.13,51,9.16,88.91,High,Twitter
1480,41,4.41,7.3,6.24,97,4.92,36.86,High,Instagram
1481,44,11.14,1.7,6.88,72,5.8,44.09,Low,Snapchat
1482,16,8.22,5.67,6.87,9,4.16,50.0,Low,LinkedIn
1483,21,5.8,4.95,7.04,71,6.76,86.23,Low,YouTube
1484,20,9.69,6.11,7.08,62,7.65,29.93,Medium,LinkedIn
1485,48,10.0,1.63,3.66,35,8.12,6.11,Medium,Snapchat
1486,29,4.2,7.56,4.15,95,7.25,63.09,Low,LinkedIn
1487,27,4.74,5.16,6.78,44,3.97,82.74,High,YouTube
1488,35,11.3,6.85,5.45,5,3.98,56.07,Medium,Snapchat
1489,39,2.81,2.35,7.58,5,4.13,32.73,Low,Instagram
1490,49,1.46,6.05,3.75,90,1.34,63.42,Low,LinkedIn
1491,40,5.99,6.36,4.15,65,9.49,99.11,Low,Twitter
1492,44,9.81,3.48,6.35,72,2.76,57.83,High,LinkedIn
1493,46,9.49,3.38,6.0,63,2.43,32.21,Medium,Snapchat
1494,38,11.11,5.43,4.6,37,5.97,25.12,High,Twitter
1495,35,6.87,1.2,5.45,68,1.43,99.82,Medium,Snapchat
1496,38,2.1,6.02,3.21,97,8.54,85.19,High,Snapchat
1497,31,7.48,0.82,3.22,60,8.89,28.67,Medium,Twitter
1498,23,9.56,1.93,3.57,77,4.58,26.98,High,Snapchat
1499,36,2.03,5.48,6.46,73,9.74,80.56,Low,Twitter
1500,16,2.9,1.24,8.18,62,3.92,99.24,High,Instagram
1501,23,1.14,7.79,4.56,110,3.34,47.09,Low,Snapchat
1502,44,7.53,7.01,3.2,112,9.91,23.5,High,Instagram
1503,47,10.75,5.2,7.25,70,3.25,23.8,Low,YouTube
1504,20,8.38,6.64,8.13,19,5.0,79.94,Low,LinkedIn
1505,37,11.8,7.16,3.83,74,6.51,60.9,High,Instagram
1506,49,1.69,2.45,5.31,76,3.9,63.74,High,LinkedIn
1507,16,10.93,6.87,3.95,118,4.46,20.24,High,Twitter
1508,41,9.95,1.96,3.64,116,7.49,13.92,High,YouTube
1509,25,4.46,3.6,6.89,63,7.51,2.05,High,Twitter
1510,45,11.71,4.69,8.81,80,8.23,91.61,Low,Snapchat
1511,33,4.17,5.85,7.07,36,6.34,36.14,Low,LinkedIn
1512,32,10.78,0.73,8.91,107,3.1,76.04,Medium,Twitter
1513,41,10.69,2.68,5.61,35,4.0,88.56,Medium,LinkedIn
1514,23,9.33,5.06,8.39,96,9.11,60.26,Medium,Snapchat
1515,27,7.2,3.18,4.23,9,7.6,43.0,High,Snapchat
1516,42,2.32,6.31,3.71,33,1.79,4.83,High,LinkedIn
1517,23,6.85,5.39,7.22,44,7.78,34.38,High,YouTube
1518,40,4.92,2.26,5.23,62,3.98,32.84,High,LinkedIn
1519,19,9.71,1.59,4.91,12,1.21,57.07,Low,LinkedIn
1520,48,9.34,5.22,7.03,24,5.35,76.64,Low,Twitter
1521,16,11.02,3.88,5.0,43,8.95,71.4,Low,LinkedIn
1522,34,1.16,1.77,6.44,96,5.0,87.12,Medium,YouTube
1523,46,9.9,2.95,4.8,73,9.9,5.64,Medium,YouTube
1524,31,11.32,2.77,7.7,115,2.6,60.9,Low,LinkedIn
1525,29,9.68,1.31,4.87,23,4.16,19.71,Low,Instagram
1526,20,2.43,4.6,6.21,68,1.15,97.28,Low,LinkedIn
1527,41,1.89,6.23,3.14,73,1.45,41.5,Low,Twitter
1528,43,1.23,4.82,7.75,102,4.19,62.76,Low,Instagram
1529,17,7.92,6.7,6.72,46,5.76,35.81,Medium,Snapchat
1530,21,7.93,1.46,4.15,90,3.13,22.8,High,Snapchat
1531,24,11.86,3.77,4.29,49,2.5,69.1,High,Instagram
1532,48,5.38,5.07,4.57,115,4.79,93.99,Low,LinkedIn
1533,40,4.65,5.57,6.46,35,2.54,6.89,High,Snapchat
1534,28,7.87,5.72,6.29,32,6.68,82.7,Low,Twitter
1535,24,10.08,5.97,4.64,91,9.6,34.82,Low,Snapchat
1536,28,11.3,5.39,7.16,103,8.26,12.97,High,Twitter
1537,46,9.83,1.21,8.33,106,2.94,71.61,High,Instagram
1538,26,5.69,5.71,3.26,2,9.56,9.16,High,Twitter
1539,19,7.98,5.94,5.5,30,7.76,73.05,Low,YouTube
1540,49,10.42,7.95,6.56,59,2.39,44.14,Medium,YouTube
1541,19,6.4,5.7,6.52,28,6.21,17.31,Low,YouTube
1542,34,3.38,5.65,3.12,43,9.7,16.56,High,YouTube
1543,21,2.87,4.36,4.26,44,1.87,75.07,Low,Instagram
1544,49,1.0,7.01,3.37,115,3.44,83.0,Medium,Twitter
1545,33,8.9,7.98,6.41,113,4.37,68.88,Medium,LinkedIn
1546,28,2.22,6.34,6.87,107,2.04,72.36,Low,YouTube
1547,38,3.68,5.09,3.96,41,3.69,84.97,Low,YouTube
1548,34,4.28,1.09,5.0,20,7.23,43.43,Medium,Snapchat
1549,26,7.16,5.95,4.98,31,5.3,17.6,High,YouTube
1550,16,5.38,5.81,7.92,27,4.79,38.35,High,LinkedIn
1551,39,8.42,6.32,4.17,84,4.89,97.95,Low,LinkedIn
1552,22,1.61,1.43,6.29,46,7.84,45.4,High,Snapchat
1553,40,2.36,5.4,7.7,98,9.92,92.47,High,Instagram
1554,36,6.49,2.72,7.98,93,6.3,70.57,Low,Instagram
1555,30,4.71,6.2,7.0,119,7.76,74.04,High,Twitter
1556,16,4.25,2.3,4.8,46,4.35,19.83,Medium,LinkedIn
1557,27,1.74,5.63,7.94,16,8.75,37.5,Low,LinkedIn
1558,22,10.85,2.71,7.45,28,4.78,73.51,Medium,YouTube
1559,30,8.61,0.57,7.23,47,9.42,65.9,High,YouTube
1560,36,2.34,5.25,3.4,1,7.69,86.4,Medium,YouTube
1561,34,1.72,1.35,3.26,32,7.37,21.79,Medium,Twitter
1562,44,11.72,5.44,7.17,117,3.61,75.08,Medium,LinkedIn
1563,40,8.49,7.44,8.67,62,8.17,4.9,Medium,YouTube
1564,48,5.59,7.77,7.64,67,1.95,30.68,Medium,YouTube
1565,47,8.72,2.27,7.99,112,5.84,63.42,Low,LinkedIn
1566,41,9.32,6.57,6.27,38,7.62,98.02,Low,YouTube
1567,26,9.58,3.15,4.83,88,8.95,98.95,Medium,Snapchat
1568,23,6.26,7.25,7.07,4,6.13,44.48,Medium,Snapchat
1569,29,5.73,6.41,7.27,118,3.32,76.7,High,Instagram
1570,25,1.12,1.05,7.05,67,8.64,60.45,Low,LinkedIn
1571,17,11.19,3.55,8.68,51,7.91,71.2,Low,Snapchat
1572,24,7.64,3.03,5.2,51,2.38,73.46,High,LinkedIn
1573,18,3.23,6.39,3.24,28,8.85,55.18,High,Twitter
1574,36,11.12,3.58,8.45,36,9.64,81.58,Low,LinkedIn
1575,41,11.06,5.63,3.96,7,5.84,58.86,High,Instagram
1576,23,11.88,5.02,7.18,19,1.35,10.96,Low,Instagram
1577,17,10.61,7.82,8.24,118,9.24,98.93,Medium,Twitter
1578,21,11.98,7.53,4.86,40,2.1,31.08,Low,LinkedIn
1579,43,3.69,3.71,7.98,69,6.7,96.45,High,LinkedIn
1580,44,10.26,5.93,4.99,35,4.61,29.97,Low,Snapchat
1581,41,10.05,6.72,7.77,31,9.93,85.46,Medium,Snapchat
1582,40,3.54,7.24,3.42,4,9.25,69.27,Medium,Instagram
1583,27,2.08,1.01,6.93,103,8.06,36.33,Low,LinkedIn
1584,20,11.77,2.77,7.06,19,2.79,93.86,Medium,YouTube
1585,49,4.26,2.9,5.95,108,7.29,58.73,Medium,Snapchat
1586,30,10.58,3.76,7.12,67,6.15,83.15,Low,LinkedIn
1587,30,1.05,1.77,8.54,102,2.22,79.9,Medium,Twitter
1588,38,1.23,4.22,7.4,21,8.15,5.59,Low,Snapchat
1589,21,6.12,5.47,8.77,96,1.78,27.62,Medium,Instagram
1590,36,3.63,4.23,5.69,30,5.33,47.75,High,Instagram
1591,38,8.59,5.49,6.17,40,4.84,93.37,Low,Instagram
1592,31,7.22,1.0,4.58,92,8.26,7.18,High,Instagram
1593,30,1.85,7.07,8.91,4,4.85,19.38,High,LinkedIn
1594,40,2.79,7.54,3.33,9,7.25,62.83,High,LinkedIn
1595,26,5.27,5.13,5.15,74,5.3,65.62,Medium,Snapchat
1596,30,3.04,7.11,4.79,113,6.24,17.23,Low,YouTube
1597,19,9.71,1.49,5.32,36,3.17,94.88,Low,Instagram
1598,36,5.58,6.48,8.51,55,2.82,18.51,High,YouTube
1599,28,2.03,1.39,5.21,85,7.39,19.05,High,Instagram
1600,37,6.33,3.56,8.5,23,2.1,63.92,Medium,Snapchat
1601,34,2.0,2.93,5.54,84,2.58,42.72,Low,Twitter
1602,49,2.42,4.89,8.13,99,9.47,3.58,Low,Instagram
1603,29,3.64,2.76,6.13,114,3.28,92.13,Medium,Twitter
1604,19,10.45,5.28,4.87,15,3.91,8.44,Low,Instagram
1605,42,11.17,3.26,5.7,1,6.7,16.48,High,YouTube
1606,44,10.09,6.96,5.55,14,4.96,89.81,High,Instagram
1607,43,4.67,5.25,4.56,40,6.03,28.26,Low,YouTube
1608,23,4.0,2.11,4.74,62,2.3,81.95,High,Twitter
1609,31,7.04,3.02,4.12,48,7.05,17.9,Low,LinkedIn
1610,45,8.94,6.86,5.02,25,2.41,5.77,Low,Twitter
1611,33,11.93,3.4,6.75,93,7.73,24.24,Medium,LinkedIn
1612,17,2.45,4.52,5.32,65,5.71,74.46,Medium,Snapchat
1613,28,1.54,5.37,7.27,117,8.35,66.6,Low,Snapchat
1614,19,8.64,3.11,8.92,28,2.55,31.75,High,Snapchat
1615,41,10.15,2.7,5.26,69,4.4,63.71,Medium,Snapchat
1616,40,10.31,4.06,5.78,59,8.62,66.83,High,Instagram
1617,45,8.46,2.11,3.98,64,8.19,56.9,Low,Twitter
1618,26,11.49,2.63,5.35,39,9.69,93.62,High,YouTube
1619,22,6.62,0.97,7.36,10,3.0,79.57,Low,Instagram
1620,46,11.05,2.78,4.3,51,5.85,81.78,High,Instagram
1621,25,11.65,2.91,4.09,86,1.16,43.16,Low,Snapchat
1622,28,10.32,7.71,5.26,89,9.69,68.71,Medium,Instagram
1623,46,4.41,4.92,7.91,94,2.58,19.15,Medium,YouTube
1624,22,3.16,6.41,6.74,78,9.14,30.3,High,Twitter
1625,35,7.03,0.84,8.75,72,7.1,50.74,High,Snapchat
1626,19,5.98,1.3,8.43,63,9.43,81.81,Medium,Snapchat
1627,22,10.66,6.61,3.91,97,3.23,34.36,Medium,YouTube
1628,16,2.1,5.18,3.26,102,4.11,44.54,Low,Instagram
1629,28,3.84,1.93,5.39,80,2.48,95.78,Medium,YouTube
1630,37,9.27,3.54,6.13,98,4.8,29.13,Low,LinkedIn
1631,36,2.04,4.54,6.09,99,9.53,62.19,Medium,Twitter
1632,37,4.53,6.83,3.8,2,6.14,10.95,Low,Twitter
1633,43,5.26,0.95,3.75,103,4.75,41.76,Low,YouTube
1634,24,7.85,4.98,3.28,10,3.92,33.68,Low,Twitter
1635,41,2.74,5.88,8.11,27,6.26,2.29,High,Twitter
1636,24,10.47,7.83,8.69,61,7.51,58.94,Low,Instagram
1637,30,5.92,6.55,3.69,47,4.66,33.81,Medium,Snapchat
1638,25,11.09,2.57,4.28,27,3.08,25.92,Medium,Snapchat
1639,39,6.15,5.82,3.54,45,6.27,89.37,Medium,Snapchat
1640,23,4.03,6.22,8.27,63,4.29,23.73,Low,YouTube
1641,39,2.56,5.97,8.75,54,9.95,41.14,High,YouTube
1642,31,1.04,6.65,4.57,82,4.97,94.99,Low,Snapchat
1643,41,6.85,7.28,4.82,118,4.91,8.95,High,LinkedIn
1644,42,2.18,1.24,5.18,1,8.56,93.91,High,LinkedIn
1645,19,5.31,1.29,6.01,95,3.26,39.63,Medium,Instagram
1646,39,7.48,6.47,7.09,107,1.59,79.3,Medium,YouTube
1647,34,4.03,2.39,6.03,74,8.68,36.23,Medium,Snapchat
1648,25,2.93,0.94,8.71,15,6.3,42.14,Low,LinkedIn
1649,40,9.52,3.51,3.6,10,3.34,44.34,Medium,Snapchat
1650,33,11.41,6.65,7.79,2,4.08,94.73,Medium,Twitter
1651,34,2.1,1.45,5.01,54,4.83,55.48,Low,LinkedIn
1652,25,2.71,5.54,5.27,41,7.12,22.47,Low,Snapchat
1653,48,11.56,0.53,7.25,28,5.21,61.54,High,YouTube
1654,20,1.42,1.32,8.58,68,4.56,89.06,High,YouTube
1655,49,11.75,3.13,7.3,91,8.02,22.22,Low,Twitter
1656,48,1.05,1.13,7.66,30,1.65,34.42,Low,Twitter
1657,36,10.61,6.84,7.5,76,6.87,57.57,High,Instagram
1658,32,4.38,6.98,4.93,24,5.04,98.74,Medium,Snapchat
1659,37,11.32,6.17,7.54,119,4.01,47.07,High,LinkedIn
1660,30,4.49,2.32,7.71,5,9.35,58.85,Medium,LinkedIn
1661,43,8.2,4.42,6.2,59,8.0,14.4,High,LinkedIn
1662,22,1.88,1.88,6.22,115,2.97,76.06,Medium,Instagram
1663,47,3.67,2.61,7.56,66,6.87,22.77,High,Snapchat
1664,26,9.51,4.37,7.9,21,8.4,33.46,Medium,Twitter
1665,25,6.82,6.01,5.02,40,9.9,71.25,High,Instagram
1666,24,11.21,1.21,7.81,52,7.29,71.55,Low,Twitter
1667,29,5.72,2.73,7.89,59,7.22,32.56,High,Instagram
1668,28,10.57,7.45,4.4,38,6.52,85.18,Low,Instagram
1669,40,5.94,3.72,7.3,54,1.36,79.68,High,LinkedIn
1670,17,11.77,7.54,4.12,95,6.27,61.96,Low,Instagram
1671,22,11.56,7.94,3.56,29,8.25,18.69,High,LinkedIn
1672,36,4.62,4.45,6.45,70,4.56,90.58,High,LinkedIn
1673,33,10.75,2.66,8.45,88,6.28,53.21,Low,LinkedIn
1674,18,10.32,6.43,3.21,1,9.34,38.26,Low,YouTube
1675,26,3.32,1.69,7.96,7,2.55,92.8,Low,LinkedIn
1676,39,7.87,2.39,6.04,113,3.52,97.19,Medium,Snapchat
1677,34,1.8,6.39,8.17,62,1.99,72.0,High,Snapchat
1678,19,10.2,3.75,8.06,58,5.5,79.35,Medium,Instagram
1679,41,2.92,2.01,8.25,96,8.56,25.43,Medium,Twitter
1680,47,1.78,5.38,7.61,27,4.92,26.62,Medium,Snapchat
1681,48,5.4,6.0,8.06,73,1.63,57.35,Medium,Twitter
1682,18,7.35,1.44,4.06,37,3.37,98.34,Low,LinkedIn
1683,24,10.4,2.58,4.82,17,9.01,74.58,Low,Twitter
1684,23,11.72,2.16,4.45,61,6.02,74.85,Medium,LinkedIn
1685,48,5.83,3.35,7.45,76,9.23,26.5,Medium,YouTube
1686,21,1.66,6.23,3.92,84,8.51,42.56,Low,Instagram
1687,19,9.24,5.85,4.09,96,4.73,34.91,Low,Twitter
1688,28,7.22,5.47,8.27,22,6.7,30.92,Medium,Twitter
1689,17,5.93,0.55,7.24,64,6.98,73.38,Medium,Twitter
1690,20,4.4,1.57,8.25,107,7.72,10.89,Low,Instagram
1691,42,6.53,2.17,3.84,39,4.0,17.38,Low,YouTube
1692,47,4.73,2.54,5.39,59,3.6,41.82,High,Instagram
1693,36,9.33,1.6,4.7,84,7.16,30.97,High,Snapchat
1694,23,6.98,3.58,3.06,4,8.37,90.43,High,Instagram
1695,23,10.65,1.06,4.71,98,4.73,20.84,High,Snapchat
1696,18,6.98,6.13,5.28,17,3.89,25.64,Medium,Twitter
1697,18,3.62,6.41,3.55,37,8.43,18.63,Low,YouTube
1698,37,10.36,4.81,6.4,99,7.18,85.98,Medium,LinkedIn
1699,21,7.13,1.17,5.3,110,4.09,21.0,High,YouTube
1700,17,3.28,7.18,3.28,28,5.77,35.86,High,Snapchat
1701,38,7.86,7.74,7.22,25,9.65,67.26,Medium,YouTube
1702,17,4.93,2.02,7.38,59,7.75,8.69,Medium,Twitter
1703,32,10.29,5.78,8.01,35,2.99,81.85,Low,Instagram
1704,49,5.99,6.81,5.91,101,3.66,70.92,High,Snapchat
1705,38,8.99,4.55,8.81,113,3.39,26.84,High,Snapchat
1706,45,2.05,2.92,8.48,81,8.64,39.79,Medium,Snapchat
1707,23,5.36,4.09,6.31,28,6.77,62.39,Low,Twitter
1708,37,11.82,4.34,5.67,30,9.46,94.7,Medium,YouTube
1709,20,9.89,3.5,3.02,62,1.82,63.3,Medium,Snapchat
1710,28,2.76,7.47,7.27,105,1.47,26.05,Medium,LinkedIn
1711,44,4.06,6.08,6.39,12,7.09,48.77,High,Snapchat
1712,46,4.63,2.31,8.63,115,3.4,45.51,Low,YouTube
1713,31,8.15,4.89,6.57,117,7.11,53.73,Medium,YouTube
1714,45,9.33,5.67,8.96,113,7.51,52.39,Medium,LinkedIn
1715,31,9.24,1.55,8.12,93,3.74,37.04,Low,Instagram
1716,27,6.61,3.19,8.72,70,9.57,87.31,High,Snapchat
1717,32,9.92,7.29,4.97,39,7.97,33.68,Medium,YouTube
1718,31,5.81,4.75,3.9,69,4.31,53.47,Medium,LinkedIn
1719,27,2.36,2.13,7.78,1,4.71,26.83,High,LinkedIn
1720,23,7.21,1.42,7.72,117,7.44,44.05,High,Twitter
1721,35,11.48,4.39,4.27,7,3.74,68.46,High,YouTube
1722,18,9.72,4.61,7.59,73,3.66,76.03,Medium,YouTube
1723,31,7.37,3.01,6.49,112,6.62,80.82,High,YouTube
1724,45,8.11,5.23,3.66,117,2.21,73.95,Medium,Twitter
1725,38,11.24,1.02,6.01,107,9.94,47.21,High,LinkedIn
1726,43,5.71,1.59,8.59,42,3.59,4.71,Medium,LinkedIn
1727,20,4.65,4.6,6.04,48,4.44,52.92,High,Instagram
1728,35,11.75,0.96,7.73,111,3.02,6.46,Medium,LinkedIn
1729,16,10.5,7.11,3.17,21,6.79,96.68,Low,YouTube
1730,45,4.55,1.57,7.37,73,1.54,38.42,High,Twitter
1731,36,6.1,5.55,8.68,115,9.35,50.86,High,Instagram
1732,35,5.57,3.43,6.0,34,3.74,13.83,Low,LinkedIn
1733,21,2.64,3.5,5.03,18,9.35,99.58,Medium,Twitter
1734,37,11.54,6.24,6.88,3,3.28,49.73,Low,Snapchat
1735,33,5.45,4.25,8.5,18,5.62,30.53,Low,LinkedIn
1736,23,10.63,5.94,4.06,104,7.26,20.11,Medium,Twitter
1737,47,3.08,4.29,5.42,19,6.51,65.34,High,YouTube
1738,48,7.03,4.95,3.94,112,5.61,44.19,High,Snapchat
1739,31,1.26,6.21,5.98,3,8.1,32.42,High,Instagram
1740,27,9.41,5.05,6.24,48,5.23,1.95,Low,Instagram
1741,49,7.39,5.12,8.67,25,4.0,4.6,Medium,YouTube
1742,29,7.88,6.42,5.48,2,7.47,69.67,High,Twitter
1743,48,1.57,7.62,6.4,51,9.44,48.57,Medium,Snapchat
1744,38,3.32,3.33,8.31,93,6.41,85.04,Low,LinkedIn
1745,17,1.82,4.83,4.93,35,3.52,75.6,High,YouTube
1746,36,4.18,1.15,7.04,40,7.87,57.77,Low,YouTube
1747,17,7.9,3.19,7.54,69,7.86,56.54,Medium,YouTube
1748,42,7.23,3.59,4.98,50,3.4,74.79,High,YouTube
1749,24,7.73,6.76,3.99,102,4.46,74.38,High,LinkedIn
1750,16,7.04,4.35,6.02,90,2.27,34.12,High,YouTube
1751,26,4.0,5.98,5.14,15,1.72,11.43,High,Instagram
1752,18,3.69,0.64,4.6,46,8.27,77.41,Low,Instagram
1753,38,2.51,3.98,8.84,79,4.35,23.09,Low,YouTube
1754,41,10.34,7.26,6.01,45,3.53,79.34,Medium,Twitter
1755,19,7.78,2.18,8.14,99,3.3,62.19,High,Instagram
1756,33,3.05,0.74,4.17,54,1.67,36.44,Medium,Snapchat
1757,21,2.95,3.75,8.64,97,9.86,85.38,Low,Twitter
1758,37,10.6,5.78,7.77,102,4.3,69.43,Medium,YouTube
1759,30,9.17,3.91,7.85,87,2.48,54.97,Low,LinkedIn
1760,37,8.25,3.95,5.34,38,8.78,30.79,High,Twitter
1761,27,5.48,5.52,5.91,5,7.51,98.64,Medium,Snapchat
1762,33,3.88,2.41,6.56,83,6.96,84.02,High,Twitter
1763,45,11.77,6.14,7.74,60,3.67,14.52,Low,Instagram
1764,39,9.77,1.65,8.09,8,4.74,80.82,Medium,Instagram
1765,45,4.32,3.47,3.47,112,8.57,12.9,Medium,LinkedIn
1766,29,10.32,5.42,8.42,84,6.76,25.53,High,Twitter
1767,21,9.35,6.71,8.62,10,4.11,95.8,High,LinkedIn
1768,18,4.27,6.44,6.56,111,1.98,87.12,High,Twitter
1769,31,5.69,5.91,4.12,93,9.1,60.99,Medium,YouTube
1770,22,3.05,3.19,7.91,64,9.6,70.21,Low,Twitter
1771,29,2.22,1.42,6.29,90,7.47,9.87,High,Twitter
1772,24,8.95,2.13,7.9,58,7.22,33.91,High,YouTube
1773,30,3.94,6.99,7.89,111,5.84,32.92,Low,Snapchat
1774,36,10.02,6.93,3.52,112,9.74,4.23,Medium,Instagram
1775,17,11.95,7.64,6.64,69,7.25,70.71,Medium,Twitter
1776,42,1.84,1.07,5.9,117,1.69,31.45,Low,LinkedIn
1777,17,6.2,4.53,8.68,106,1.83,63.68,High,YouTube
1778,33,9.82,5.37,4.78,6,9.67,3.7,Medium,Snapchat
1779,29,9.68,5.83,4.24,111,9.49,1.16,High,Instagram
1780,35,9.36,5.33,8.38,60,6.02,17.83,High,Instagram
1781,33,4.84,6.28,3.89,56,2.93,70.59,Low,LinkedIn
1782,25,5.99,3.2,7.12,85,6.25,60.81,Medium,Snapchat
1783,40,7.54,1.85,4.8,33,7.87,20.89,Low,LinkedIn
1784,17,11.71,2.03,6.41,83,1.07,52.81,Medium,Instagram
1785,40,4.6,0.59,6.7,44,8.41,62.3,High,Twitter
1786,48,11.15,3.13,5.5,44,5.18,93.96,High,YouTube
1787,46,3.96,1.19,8.85,14,5.17,76.48,Medium,YouTube
1788,29,11.88,2.91,3.79,110,4.91,14.45,Medium,LinkedIn
1789,16,8.37,5.21,5.35,8,7.23,27.75,High,Twitter
1790,31,6.1,7.21,5.58,81,2.89,40.95,High,Instagram
1791,18,7.75,6.8,6.79,45,6.46,11.42,Low,YouTube
1792,21,4.0,2.4,5.44,118,1.4,55.98,High,YouTube
1793,40,4.02,1.51,3.58,45,8.3,90.8,High,LinkedIn
1794,28,2.25,1.95,8.68,35,8.34,31.33,Medium,Snapchat
1795,49,2.25,7.78,5.5,45,3.81,98.48,Low,YouTube
1796,23,4.82,4.62,5.06,41,1.95,25.68,Low,LinkedIn
1797,36,9.39,1.87,5.68,29,7.73,47.75,Medium,Instagram
1798,49,7.69,6.81,4.3,10,5.23,34.96,Medium,YouTube
1799,19,2.13,3.46,3.6,117,9.32,31.5,Low,LinkedIn
1800,40,10.37,7.24,3.89,32,4.18,38.41,Medium,Snapchat
1801,30,7.62,2.46,4.0,109,8.57,4.21,Medium,Twitter
1802,19,11.57,3.45,4.19,39,1.23,53.67,Low,YouTube
1803,27,8.37,4.29,5.52,69,7.96,74.4,Medium,LinkedIn
1804,47,2.93,7.19,6.74,42,7.1,86.52,Medium,Twitter
1805,47,6.21,7.02,6.77,109,5.74,33.11,Low,Snapchat
1806,43,8.13,4.81,3.0,38,9.19,55.49,Low,YouTube
1807,28,1.31,2.16,8.53,85,9.48,89.39,Medium,LinkedIn
1808,46,1.16,3.53,7.94,38,9.37,80.19,High,Twitter
1809,29,2.42,7.82,8.78,52,6.38,46.94,High,Instagram
1810,35,3.77,5.06,5.16,82,5.67,17.32,Medium,Instagram
1811,33,5.73,6.36,6.99,85,3.42,56.27,Medium,LinkedIn
1812,44,6.36,3.87,4.01,30,2.46,98.98,High,Twitter
1813,21,2.52,4.49,7.9,105,6.01,75.99,Low,Instagram
1814,47,8.41,3.72,3.97,62,2.34,84.95,High,YouTube
1815,44,7.56,5.77,4.96,24,2.55,19.69,High,LinkedIn
1816,17,4.24,6.89,5.95,117,4.21,90.49,Low,Snapchat
1817,38,1.15,4.31,6.57,40,2.68,2.4,Medium,YouTube
1818,34,1.85,4.11,6.36,49,5.52,86.36,Low,LinkedIn
1819,46,5.31,3.05,3.61,58,6.97,24.67,Medium,Instagram
1820,20,2.69,1.83,5.53,48,7.28,62.65,Medium,Snapchat
1821,34,5.15,7.54,8.54,29,5.8,30.01,High,YouTube
1822,49,7.91,2.87,8.23,44,5.7,14.39,Low,Twitter
1823,25,7.02,6.51,6.54,67,5.27,25.46,Medium,Snapchat
1824,40,3.54,5.87,6.43,52,3.21,47.82,Low,Instagram
1825,17,4.78,6.43,3.67,25,6.89,92.05,Medium,Snapchat
1826,26,7.75,7.53,4.2,70,6.91,39.51,Low,Instagram
1827,46,10.47,5.18,4.52,39,3.3,6.53,Low,LinkedIn
1828,30,9.29,7.23,5.93,111,7.31,3.35,Medium,YouTube
1829,24,7.09,1.76,7.39,11,8.72,21.78,Low,LinkedIn
1830,38,4.99,5.2,5.76,0,6.35,6.15,Medium,Snapchat
1831,34,5.02,6.29,3.76,69,2.06,37.74,Medium,LinkedIn
1832,24,10.67,2.54,5.64,0,3.95,39.04,Low,YouTube
1833,36,1.43,6.06,3.98,7,1.84,97.24,High,Snapchat
1834,24,11.87,6.34,7.51,107,3.72,31.32,Low,LinkedIn
1835,43,8.31,6.73,4.0,111,2.91,60.29,Medium,LinkedIn
1836,22,8.49,2.85,5.9,32,5.99,82.06,Medium,LinkedIn
1837,31,1.42,5.61,7.16,67,4.81,51.79,Medium,Twitter
1838,31,7.66,2.78,4.37,114,7.5,69.96,Low,Snapchat
1839,48,6.33,6.04,3.46,49,4.27,97.46,High,YouTube
